C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_20_362.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_20_362.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_20_362.jpg, -0.0735348, 0.980099, 0, 1.945801
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_20_464.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_20_464.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_20_464.jpg, -0.3802077, 1, 0, 3.065179
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_20_566.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_20_566.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_20_566.jpg, -0.671091, 1, 0, 4.197415
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_20_669.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_20_669.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_20_669.jpg, -0.4281048, 1, 0, 5.358446
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_20_773.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_20_773.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_20_773.jpg, -0.1289981, 1, 0, 6.514962
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_20_875.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_20_875.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_20_875.jpg, 0, 1, 0, 7.648718
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_20_978.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_20_978.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_20_978.jpg, 0, 1, 0, 9.003586
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_21_080.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_21_080.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_21_080.jpg, 0, 1, 0, 10.12071
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_21_184.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_21_184.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_21_184.jpg, 0, 1, 0, 11.22684
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_21_284.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_21_284.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_21_284.jpg, -0.2222763, 1, 0, 12.36067
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_21_387.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_21_387.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_21_387.jpg, -0.2036377, 1, 0, 13.37236
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_21_490.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_21_490.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_21_490.jpg, 0, 1, 0, 14.41976
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_21_591.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_21_591.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_21_591.jpg, 0, 1, 0, 15.48813
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_21_693.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_21_693.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_21_693.jpg, -0.1416939, 1, 0, 16.54379
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_21_794.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_21_794.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_21_794.jpg, -0.438153, 1, 0, 17.48213
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_21_894.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_21_894.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_21_894.jpg, -0.738042, 1, 0, 18.32506
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_21_997.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_21_997.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_21_997.jpg, -0.6877613, 1, 0, 19.34406
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_22_100.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_22_100.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_22_100.jpg, -0.3815351, 1, 0, 20.32764
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_22_204.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_22_204.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_22_204.jpg, -0.08384247, 1, 0, 21.41062
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_22_307.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_22_307.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_22_307.jpg, 0, 1, 0, 22.32099
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_22_409.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_22_409.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_22_409.jpg, 0, 1, 0, 23.33606
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_22_511.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_22_511.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_22_511.jpg, 0, 1, 0, 24.29557
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_22_613.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_22_613.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_22_613.jpg, 0, 1, 0, 25.26293
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_22_714.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_22_714.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_22_714.jpg, 0, 1, 0, 26.21615
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_22_816.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_22_816.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_22_816.jpg, -0.0258582, 1, 0, 27.3488
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_22_920.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_22_920.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_22_920.jpg, -0.3368838, 1, 0, 28.22003
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_23_025.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_23_025.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_23_025.jpg, -0.0375759, 1, 0, 29.12536
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_23_129.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_23_129.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_23_129.jpg, 0, 1, 0, 30.0359
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_23_230.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_23_230.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_23_230.jpg, 0, 1, 0, 30.19014
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_23_333.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_23_333.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_23_333.jpg, -0.0735087, 1, 0, 30.18937
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_23_436.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_23_436.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_23_436.jpg, -0.3831063, 1, 0, 30.15841
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_23_538.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_23_538.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_23_538.jpg, -0.1196246, 1, 0, 30.19207
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_23_641.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_23_641.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_23_641.jpg, 0, 1, 0, 30.18912
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_23_741.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_23_741.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_23_741.jpg, 0, 1, 0, 30.1902
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_23_841.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_23_841.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_23_841.jpg, 0, 1, 0, 30.18982
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_23_943.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_23_943.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_23_943.jpg, -0.0294264, 1, 0, 30.19019
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_24_046.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_24_046.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_24_046.jpg, -0.3331797, 1, 0, 30.16367
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_24_147.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_24_147.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_24_147.jpg, -0.2211636, 1, 0, 30.18944
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_24_250.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_24_250.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_24_250.jpg, 0, 1, 0, 30.18767
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_24_354.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_24_354.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_24_354.jpg, 0, 1, 0, 30.19003
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_24_457.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_24_457.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_24_457.jpg, 0, 1, 0, 30.19001
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_24_557.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_24_557.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_24_557.jpg, 0, 1, 0, 30.18984
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_24_660.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_24_660.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_24_660.jpg, 0, 1, 0, 30.19128
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_24_761.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_24_761.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_24_761.jpg, 0, 1, 0, 30.19002
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_24_865.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_24_865.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_24_865.jpg, -0.059169, 1, 0, 30.1904
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_24_966.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_24_966.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_24_966.jpg, -0.3613251, 1, 0, 30.16031
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_25_066.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_25_066.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_25_066.jpg, -0.06248216, 1, 0, 30.19086
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_25_169.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_25_169.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_25_169.jpg, 0, 1, 0, 30.18981
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_25_273.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_25_273.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_25_273.jpg, 0, 1, 0, 30.19023
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_25_374.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_25_374.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_25_374.jpg, 0, 1, 0, 30.19029
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_25_478.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_25_478.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_25_478.jpg, -0.2346441, 1, 0, 30.17644
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_25_582.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_25_582.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_25_582.jpg, -0.3278751, 1, 0, 30.17615
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_25_685.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_25_685.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_25_685.jpg, -0.0189591, 1, 0, 30.18889
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_25_785.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_25_785.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_25_785.jpg, 0, 1, 0, 30.18972
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_25_890.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_25_890.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_25_890.jpg, 0, 1, 0, 30.19022
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_25_990.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_25_990.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_25_990.jpg, 0, 1, 0, 30.1903
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_26_095.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_26_095.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_26_095.jpg, 0, 1, 0, 30.19032
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_26_199.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_26_199.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_26_199.jpg, 0, 1, 0, 30.19028
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_26_303.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_26_303.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_26_303.jpg, 0, 1, 0, 30.19027
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_26_406.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_26_406.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_26_406.jpg, -0.0367557, 1, 0, 30.18997
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_26_511.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_26_511.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_26_511.jpg, -0.3354741, 1, 0, 30.16336
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_26_612.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_26_612.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_26_612.jpg, -0.06392162, 1, 0, 30.19093
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_26_716.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_26_716.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_26_716.jpg, 0, 1, 0, 30.18978
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_26_820.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_26_820.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_26_820.jpg, 0, 1, 0, 30.19027
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_26_924.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_26_924.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_26_924.jpg, -0.09244739, 1, 0, 30.18863
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_27_030.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_27_030.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_27_030.jpg, -0.277827, 1, 0, 30.17334
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_27_133.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_27_133.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_27_133.jpg, 0, 1, 0, 30.1888
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_27_239.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_27_239.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_27_239.jpg, 0, 1, 0, 30.19016
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_27_340.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_27_340.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_27_340.jpg, 0, 1, 0, 30.19025
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_27_446.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_27_446.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_27_446.jpg, -0.2417592, 1, 0, 30.17572
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_27_547.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_27_547.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_27_547.jpg, 0, 1, 0, 30.18973
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_27_650.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_27_650.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_27_650.jpg, 0, 1, 0, 30.19019
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_27_753.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_27_753.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_27_753.jpg, 0, 1, 0, 30.1903
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_27_854.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_27_854.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_27_854.jpg, -0.0498723, 1, 0, 30.18982
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_27_959.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_27_959.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_27_959.jpg, -0.4133436, 1, 0, 30.15383
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_28_059.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_28_059.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_28_059.jpg, -0.1130478, 1, 0, 30.19188
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_28_159.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_28_159.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_28_159.jpg, 0, 1, 0, 30.18939
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_28_263.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_28_263.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_28_263.jpg, 0, 1, 0, 30.19019
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_28_366.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_28_366.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_28_366.jpg, 0, 1, 0, 30.18974
C:\Users\amogh\Desktop\Sim_data\IMG\center_2024_04_12_17_22_28_471.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\left_2024_04_12_17_22_28_471.jpg, C:\Users\amogh\Desktop\Sim_data\IMG\right_2024_04_12_17_22_28_471.jpg, 0, 1, 0, 30.1903
